,name,occurances,color,ppg
809,Field Corn,19,2.0,33.92951846253508
810,Pale,19,4.2105263157894735,39.654468172157884
811,SAB Pale Malt,19,2.0,36.765732080146385
812,Castle Coffee Light,19,95.0,34.92744547613906
813,Bairds Light Carstan Malt,19,15.0,33.92951846253508
814,Popcorn,19,1.1666666666666667,34.87492300173884
815,Weyermann Caramunich II,19,46.0,33.92951846253508
816,ginger,19,2.0,0.0
817,Double Roasted Crystal,19,127.57894736842105,33.71942856493424
818,"Rice, black",19,17.0,33.92951846253508
819,Belgian Black Malt 600L,19,600.0,33.92951846253508
820,"Buckwheat, Flaked",18,5.0,33.92951846253508
821,Carapils (DE),18,13.333333333333334,34.92744547613906
822,Organic Château Biscuit Nature,18,19.0,34.92744547613906
823,Chocolate (BE),18,596.5,29.9378104081192
824,American 2-row,18,2.0,34.26216080040307
825,American Crystal 105L,18,105.0,33.92951846253508
826,Best Malz Smoked Malt,18,3.0,31.93366443532714
827,Bohemian Floor Malted Dark,18,6.0,33.92951846253508
828,Dark Chocolate (US),18,518.3333333333334,28.995323784159886
829,Rapadura,18,5.0,33.92951846253508
830,Rice Syrup,18,1.0,44.906715612178786
831,Simpsons Golden Promise,18,2.111111111111111,36.03625326903236
832,Wheat ,18,1.1666666666666667,38.08754768588497
833,Pear Puree,18,5.0,33.92951846253508
834,Best Malz Chit Malt,18,2.0,31.93366443532714
835,Great Western Crystal 120L,18,120.0,32.93159144893112
836,Roasted Wheat,18,361.1666666666667,28.052837160200582
837,Roasted Malt,18,112.0,36.92329950334701
838,Wheat - White Malt (Briess),17,2.0,38.91915353055495
839,American Blond Ale,17,1.0,36.923299503347
840,"Yams, cooked",17,5.0,32.63808350375347
841,Toasted Oats,17,54.529411764705884,27.296238901520443
842,American Devil IPA,17,5.0,33.929518462535086
843,CARABOHEMIAN®,17,75.0,33.929518462535086
844,Dingemans Caramel Pils,17,7.0,29.937810408119198
845,Melanoidin,17,27.0,34.10562322964167
846,Vienna (UK),17,11.411764705882353,34.92744547613906
847,Weyermann Rye Malt,17,3.0,40.68020120162079
848,"rice, Basmati",17,,39.91708054415893
849,Valley Malt Spelt Malt,17,2.0,35.92537248974303
850,Gladfield Dark Crystal,17,90.05882352941177,33.753413695428506
851,High Country Can.,17,4.0,31.933664435327138
852,Weyermann Pale Wheat Malt,17,2.0,37.92122651695098
853,Burnt Sugar,17,88.23529411764706,34.34042958578379
854,connoisseurs IPA bitter,17,5.0,33.929518462535086
855,"Quinoa, Red",17,15.0,32.931591448931115
856,Château Café,17,187.0,34.92744547613906
857,Pale Malt (6 Row) US,17,2.0,34.81004229806801
858,Vienna Red,17,17.0,32.931591448931115
859,Canned Pumpkin,17,11.266666666666667,8.511730410151538
860,Sweet Potato,17,9.882352941176471,9.392254245684454
861,Caramel/Crystal 77L (UK),17,77.0,32.931591448931115
862,Château Melano Light,17,15.0,36.923299503347
863,Flaked wheat,17,1.0588235294117647,38.038629695022045
864,German Carafa Special II,17,430.0,31.933664435327138
865,Burnt Honey,16,20.0,33.929518462535086
866,Abbey MaltÂ®,16,17.125,0.0
867,Flaked Spelt,16,2.6875,33.61766627078384
868,Canadian 6-row barley,16,5.0,33.929518462535086
869,Gladfield Gladiator Malt,16,3.125,35.73826117469229
870,Oak Smoked Wheat,16,2.3125,34.55322284603757
871,CARAFA速 II,16,431.0,31.93366443532714
872,Gladiator,16,1.6,32.12077575037789
873,Dingemans Special B,16,143.0625,30.686255668322175
874,Strawberry Puree,16,5.0,22.95232131289138
875,Weyermann Carafa III,16,526.875,5.987562081623839
876,corn starch,16,,41.912934571366876
877,Mr.Beer Cowboy Golden Lager HME,16,6.0,37.92122651695098
878,Tupelo Honey,16,5.0,33.929518462535086
879,Pinhead Oats,16,1.0,30.93573742172317
880,Cranberry,15,5.0,4.989635068019866
881,"Oats, Golden Naked (Simpsons)",15,10.0,31.601022097459158
882,Medium Crystal (UK),15,64.13333333333334,32.931591448931115
883,Sake rice,15,,29.93781040811921
884,Black kiln Malt,15,550.0,33.92951846253509
885,apple juice,15,4.0,41.1145929604837
886,Vanilla Sugar,15,5.0,33.92951846253509
887,US Black Barley,15,500.0,31.93366443532715
888,Mroost 1400 MDâ„¢ (De-Bittered Black),15,530.0,31.93366443532715
889,Caramel/Crystal Malt - 15L,15,15.0,34.129103865255885
890,Toasted Maris Otter (UK),15,20.0,37.92122651695097
891,Gambrinus Honey Malt,15,23.133333333333333,33.66340459224069
892,Briess Caramel 120L,15,120.0,33.862989994961495
893,Belgian Aromatic,15,22.333333333333332,34.19563233282948
894,Emmer wheat,15,2.0,23.418020585906568
895,Simpsons Roasted Barley,15,550.0,45.90464262578277
896,Orange Blossom Honey ,15,2.4,41.38070683077809
897,Mroost 1400 MD™ (De-Bittered Black),15,530.0,31.93366443532715
898,Connoisseurs Nut Brown Ale,15,48.0,41.91293457136688
899,Château Peated (Smoked),15,1.0,36.923299503347
900,Coopers Dark Ale Kit,15,5.0,33.92951846253509
901,Carahell,14,14.857142857142858,35.07000647808249
902,Gladfield Aurora,14,21.928571428571427,35.28384798099761
903,Chocolate Wheat (Weyermann),14,500.0,34.927445476139056
904,Dark Munich (DE),14,28.428571428571427,35.711530986827896
905,Sugar - White Sugar/Sucrose,14,,45.69080112286763
906,Simpsons Extra Dark,14,160.0,45.90464262578276
907,Coopers Brewing sugar,14,5.0,45.90464262578276
908,"Crisp Maris Otter, Toasted",14,70.0,37.92122651695098
909,Rye Flour,14,5.0,33.92951846253509
910,Crystal Malt 15L,14,14.642857142857142,34.78488447419563
911,D-180 Candi Syrup,14,180.0,32.50390844310085
912,Carafa Special II 1100 EBC,14,650.0,34.927445476139056
913,Pin Oats (cooked),14,,33.92951846253509
914,Gladfield Wheat,14,1.9285714285714286,36.06793349168645
915,maple sap,14,5.0,33.92951846253509
916,Minute Rice,14,1.0,35.28384798099762
917,Bohemian Floor-Malted Dark Malt,14,6.0,33.92951846253509
918,Caramel/Crystal Malt - 60L,14,116.78571428571429,33.92951846253509
919,Simpsons Caramalt,14,31.642857142857142,33.92951846253509
920,Kolsch Malt,14,4.0,36.566896998488446
921,Roasted Hazelnut,13,5.0,33.92951846253509
922,Melanoidin (Weyermann),13,30.0,36.69300865405377
923,"Oats, Flaked (Briess)",13,1.0,38.91915353055494
924,Mild Ale Malt,13,3.0,36.923299503346996
925,Irish Stout Malt,13,1.8461538461538463,37.000063119778076
926,Toasted wheat MD™,13,12.0,37.92122651695098
927,Munich (BE),13,26.923076923076923,36.46271780476055
928,Flour,13,1.125,18.730322409182268
929,Wyermann Bavarian Pilsner Malt Syrup,13,7.0,37.92122651695098
930,CARAHELL速,13,9.0,34.927445476139056
931,Cargill Idapils,13,5.0,33.92951846253509
932,"Pineapple, Puree",13,1.0,4.989635068019866
933,Riverbend 6 Row,13,5.0,34.927445476139056
934,Black Pearl,12,355.8333333333333,30.270452745987185
935,Rice Hulls (Briess),12,,0.0
936,Pale Malt(2-row),12,1.1666666666666667,37.58858417908299
937,"Pale Malt, Golden Promise",12,2.25,37.75490534801698
938,Lemonade,12,5.0,33.92951846253509
939,ChÃ¢teau Roasted Barley,12,487.0,29.937810408119205
940,"Teff, Whole Grain, Dark",12,447.9166666666667,33.92951846253509
941,Caramunich I (Weyermann),12,50.0,35.26008781400705
942,Simpsons Golden Naked Oats,12,10.0,32.93159144893111
943,Lyle's Black Treacle,12,39.583333333333336,34.42848196933708
944,Sticky Wicket Oatmeal Stout,12,31.0,33.92951846253509
945,Long Grain White Rice,12,,32.93159144893111
946,Gladfield Roasted Wheat,12,245.25,34.09583963146908
947,Canadian Malting 6-Row,12,2.0,33.92951846253509
948,Franco Belges Kiln Amber Malt,12,19.0,33.92951846253509
949,US Special Roast Malt,12,50.0,32.93159144893111
950,Bamberg Rauch (Smoked Beer),12,13.0,32.93159144893111
951,Bavarian Heffeweizen,12,7.666666666666667,32.84843086446411
952,Lemon,12,3.8181818181818183,16.13315338659757
953,Cara Ruby,12,34.916666666666664,40.8318469732959
954,Irish Ale Malt,11,2.6363636363636362,37.73978524175026
955,Cal Rose Rice,11,,32.93159144893111
956,ChÃ¢teau Wheat Blanc,11,2.0,38.919153530554944
957,Coopers Canadian Blonde,11,5.0,33.92951846253509
958,Coconut Sugar,11,15.909090909090908,44.1809505113759
959,Munich Dark (Munich 100) ,11,30.0,31.933664435327145
960,Patagonia Maltexco Caramel 50-65,11,58.0,33.92951846253509
961,Carafa I Special (DE),11,340.0,31.933664435327145
962,CARAAROMA速,11,150.0,33.92951846253509
963,Gladfield Toffee,11,9.454545454545455,31.207899334524253
964,Belgian Pils,11,1.5454545454545454,36.923299503346996
965,Dark Brown Sugar,11,48.18181818181818,45.08815688737951
966,Caramel / Crystal 120L,11,120.0,32.93159144893111
967,Gladfield Gladiator,11,4.0,38.737712255354225
968,Pale Malt (Weyermann),11,3.8181818181818183,37.739785241750255
969,Corn Sugar,11,,41.3686107457647
970,Pilsner (DE),11,4.909090909090909,37.83050587935062
971,Demerara Sugar,11,3.727272727272727,44.45311242417698
972,Gladfield Brown Malt,11,67.72727272727273,32.477988260929315
973,Belgian Candi Syrup - Golden,11,5.0,33.203753361732204
974,Brumalt,11,23.0,32.93159144893111
975,Sour Cherry Concentrate,11,20.0,45.995363263383126
976,Special Roast (Briess),11,50.0,32.93159144893111
977,Apple juice,11,8.090909090909092,33.02231208653148
978,US Black Malt,11,500.0,31.933664435327145
979,Imperial Pilsner,11,7.0,36.923299503346996
980,Paul's Mild Malt,11,3.0,33.92951846253509
981,CaraHell,11,11.363636363636363,33.83879782493472
982,Franco-Belges Caramel Wheat Malt,10,95.0,33.929518462535086
983,Toasted Wheat,10,3.1,32.532420643489516
984,Birch Syrup,10,34.0,9.979270136039732
985,french roast coffee,10,5.0,33.929518462535086
986,Maple Sugar,10,4.8,35.127030878859856
987,Patagonia Maltexco Caramel 34-42,10,36.0,33.929518462535086
988,Smoked Malt (Weyermann),10,2.1,36.52412869790541
989,Gladfield Manuka Smoked Malt,10,2.4,35.42640898294105
990,Maltexico Caramel Especial 120,10,120.0,33.929518462535086
991,Caraaroma (Weyermann),10,195.2,33.72993305981429
992,Unmalted Wheat,10,1.9,33.929518462535086
993,Special X (BE),10,141.3,33.929518462535086
994,Marris Otter (Crisp),10,4.0,37.92122651695098
995,Raisins,10,10.0,28.44091988771324
996,Gladfield Light Crystal Malt,10,26.3,34.029311163895485
997,Red X Malt,10,12.0,36.623921399265804
998,Caramel/Crystal Malt - 120L,10,120.0,32.931591448931115
999,Crystal 45L,10,44.7,32.63221334484993
1000,St. Patrick Irish Stout,10,33.0,33.929518462535086
1001,Weyermann - Carafoam,10,2.0,36.923299503346996
1002,Gladfield Dark Crystal Malt,10,118.0,33.23096955301231
1003,Beechwood Smoked Malt (DE),10,3.0,36.923299503346996
1004,Golden Syrup,10,7.0,35.326616281580655
1005,Breeston Caramalt,10,45.0,33.929518462535086
1006,Coopers English Bitter,10,5.0,33.929518462535086
1007,Munich Dark (DE),10,26.6,36.923299503346996
1008,Franco - Belges French Caramel Munich,10,40.0,33.929518462535086
1009,Gladfield Roasted Barley,10,572.5,29.03967609587562
1010,Crystal 90L (UK),10,105.7,32.931591448931115
1011,Roasted Pumpkin,10,11.25,16.465795724465558
1012,Currants,10,5.0,33.929518462535086
1013,Date Honey,10,300.0,33.929518462535086
1014,Belgian Aromatic Malt,10,19.0,13.970978190455622
1015,Pale 2-Row (CA),10,3.7,35.92537248974303
1016,Pomegranate Juice,9,13.333333333333334,30.824856642433833
1017,Best Malz Red X,9,11.666666666666666,35.03832625542839
1018,Carafa Special II (Weyermann),9,416.6666666666667,34.37304157969241
1019,Black Tower Porter HME,9,16.0,33.929518462535086
1020,Simpsons Crystal,9,270.0,45.90464262578276
1021,Kölsch (DE),9,2.0,36.923299503347
1022,Gladfield Sour Grapes,9,3.375,30.381333525276514
1023,SAB Pale (ZA),9,2.888888888888889,37.81034573766165
1024,Rahr White Wheat,9,2.7777777777777777,37.92122651695098
1025,Victory Malt (biscuit) (Briess),9,28.0,33.5968761246671
1026,Weyermann Carared,9,23.555555555555557,44.57407327431079
1027,Buckwheat Malt,9,2.7777777777777777,22.06527507857674
1028,Captian Crunch Cereal,9,3.0,41.912934571366876
1029,Chocolate Wheat (DE),9,501.6666666666667,30.935737421723175
1030,applewood smoked,9,5.0,33.929518462535086
1031,Red-X,9,16.22222222222222,34.92744547613906
1032,CarafaŽ Special 1500 EBC,9,563.0,31.93366443532714
1033,"Spelt, Flaked",9,1.2222222222222223,33.70775690395643
1034,Soure Cherry Juice,9,38.0,44.906715612178786
1035,Connoisseurs Bock,9,20.0,43.908788598574816
1036,Château Melano,9,30.0,36.923299503347
1037,Pacific Northwest Premium 2-row,9,1.0,36.923299503347
1038,Cherry Smoked Malt (US),9,5.0,36.923299503347
1039,Château Arôme,9,37.0,35.92537248974303
1040,Dark Caramalt (Bairds),9,57.55555555555556,34.15128002111375
1041,White Wheat (US),9,1.2222222222222223,37.69946495837232
1042,Gambrinus EBS Pale Malt,9,3.0,32.4880683317738
1043,Peterson Provenance Pale (US),9,2.888888888888889,37.81034573766165
1044,Acidulated Malt (DE)4,9,3.0,26.944029367307273
1045,Gladfield Medium Crystal Malt,9,59.77777777777778,34.373041579692405
1046,Unmalted Spelt,9,2.3333333333333335,35.481849372585714
1047,Fruity Pebbles,9,7.777777777777778,40.138842102737584
1048,Dememera Sugar,9,2.0,45.90464262578276
1049,Wheat malt,9,1.8888888888888888,37.477703399793654
1050,Organic Biscuit® MD™,9,23.0,36.923299503347
1051,CaraMunich,9,51.111111111111114,33.375114566088435
1052,Digemas Caramel Pils,9,5.0,33.929518462535086
1053,Canada Malting Superior Pale,9,2.111111111111111,35.92537248974303
1054,Gladfield Shepherds Delight,9,121.88888888888889,33.81863768324576
1055,CARABOHEMIANÂ®,9,75.0,33.929518462535086
1056,Weyermann Acidulated Malt,9,2.2222222222222223,29.16164495309388
1057,German Melanoidin Malt,9,26.0,32.931591448931115
1058,CARAPILS速,8,1.0,32.931591448931115
1059,Toasted Wheat Malt,8,20.625,38.17070827035197
1060,Briess Cherrywood Smoked Malt,8,4.0,41.912934571366876
1061,Crystal Millet Malt,8,8.75,26.070843230403796
1062,Weyermann Carafa II,8,419.375,35.42640898294104
1063,Roasted Coconut,8,,0.0
1064,Joe White Traditional Ale,8,4.125,37.297522133448496
1065,Pumpkin Puree,8,5.375,6.237043835024831
1066,CARAMUNICH速 II,8,45.0,34.92744547613906
1067,Karamel Záhlinice,8,83.125,32.931591448931115
1068,(White) Wheat Malt (DE),8,2.0,36.923299503347
1069,Rye Malt (DE),8,2.0,37.048040380047496
1070,Black Cherry Juice,8,6.875,34.55322284603757
1071,Gladfield Sour Grapes Malt,8,2.75,26.69454761390628
1072,Weyermann Caramunich I,8,51.0,45.90464262578276
1073,American Dextrin (Cara-Pils),8,1.0,32.931591448931115
1074,Special W (DE),8,121.25,33.929518462535086
1075,Cactus Honey,8,7.0,31.93366443532714
1076,"Honey, Tupelo",8,1.0,34.92744547613906
1077,Crystal Maris Otter,8,55.0,33.929518462535086
1078,raw maple sap,8,5.0,2.99378104081192
1079,simpsons roasted coffee wheat malt,8,400.0,33.929518462535086
1080,Connoisseurs Wheat,8,5.0,33.929518462535086
1081,Torrified Red Wheat,8,1.75,35.55114985964154
1082,Mountmellick hopped Irish Stout kit,8,120.0,46.90256963938674
1083,Maltodextrin,8,,40.04182142085942
1084,Star Thistle Honey ,8,2.0,41.912934571366876
1085,Roasted Rye (UK),8,233.25,31.18521917512416
1086,"Maize, Flaked",8,,0.0
1087,Kรถlsch,8,1.0,36.923299503347
1088,Organic Cane Sugar,8,10.0,45.40567911898077
1089,Caramel 75,8,75.0,34.67796372273807
1090,Weyermann Smoked Malt,8,2.0,33.929518462535086
1091,Mr.Beer Englishmans Nut Brown,8,7.0,0.9979270136039732
1092,Oak Smoked Wheat (DE),8,2.875,37.048040380047496
1093,Sugar - Corn Sugar/Dextrose (Dry),8,,45.77990174908227
1094,Breadsyrup,8,23.5,32.931591448931115
1095,Pale Malt (2 Row) South Africa,8,3.0,35.92537248974303
1096,Roasted Sorghum,8,150.0,19.958540272079464
1097,Golden Promise Malt,8,3.0,37.92122651695098
1098,US Aromatic Malt,8,20.0,34.92744547613906
1099,American Wheat,8,2.0,38.91915353055495
1100,Crystal 77,8,76.125,31.060478298423668
1101,Special W (BE),8,111.5,33.929518462535086
1102,Crystal 77L (UK),8,76.75,33.4305549557331
1103,Barley (Roasted),8,500.0,27.817215504210758
1104,Munton's Old Ale (est.),8,25.0,36.923299503347
1105,Hop Devil HME,8,4.0,35.92537248974303
1106,Belgian Pale,8,2.5,36.54907687324551
1107,Pale ale Malt Gladfield,8,5.0,32.931591448931115
1108,2-Row Caramel Malt 15L,7,15.0,33.92951846253509
1109,Munton's Gold Imperial Stout,7,5.0,33.92951846253509
1110,roasted hemp seeds,7,5.0,29.082444396458648
1111,Dark Crystal 80L (UK),7,163.28571428571428,32.64646944504426
1112,Coopers Ale Malt,7,3.2857142857142856,37.92122651695098
1113,German Wheat Malt,7,1.1428571428571428,37.350982509177285
1114,Organic ChÃ¢teau Biscuit Nature,7,19.0,34.92744547613906
1115,english dark crystal malt,7,70.0,32.93159144893111
1116,Mangrove Jacks British Series Bitter kit (hops not calculated - 22-28 IBU),7,13.0,33.92951846253509
1117,Maris Otter Pale (UK),7,6.428571428571429,37.63610451306413
1118,Special X,7,164.71428571428572,34.21464046642194
1119,Roasted Barley (Briess),7,300.0,32.93159144893111
1120,Shepherds Delight,7,189.57142857142858,31.505981429496867
1121,Golden Belgian Candi Syrup,7,5.0,31.933664435327138
1122,2-row pale malt,7,2.0,34.92744547613906
1123,Witty Monk Witbier,7,2.0,33.92951846253509
1124,Toffee,7,10.714285714285714,40.48732455193262
1125,Aromatic Malt (Briess),7,20.0,34.92744547613906
1126,Soghum,7,5.0,31.933664435327138
1127,Nortwestern Gold Dry Malt,7,7.0,43.90878859857481
1128,Turbinado Sugar,7,7.142857142857143,44.479032606348504
1129,Mr. Beer Pale Export UME,7,5.0,33.92951846253509
1130,Aroma 120,7,120.0,33.92951846253509
1131,Amber,7,32.714285714285715,31.933664435327138
1132,Carapils (Dextrine Malt) (US),7,19.428571428571427,32.93159144893111
1133,CARAMUNICH速 I,7,34.0,34.92744547613906
1134,Light Roasted Millet Malt,7,5.0,27.6568343770244
1135,Dingemans Aromatic,7,22.571428571428573,37.49354351112071
1136,Crystal 120L (UK),7,119.28571428571429,33.074152450874536
1137,Dingemans Biscuit,7,22.0,45.904642625782756
1138,US Flaked Oats,7,3.0,32.93159144893111
1139,Flaked Red Wheat,7,2.2857142857142856,34.784884474195636
1140,Cider,7,9.857142857142858,41.05756855970633
1141,Pale Crystal,7,62.57142857142857,34.21464046642193
1142,Distilling Malt,7,1.0,36.923299503347
1143,Northwestern Blackberry Honey ,7,2.0,41.91293457136687
1144,Crystal,7,73.71428571428571,19.245735262362338
1145,Toasted wheat MDâ„¢,7,12.0,37.92122651695098
1146,German Oak Smoked Malt,7,4.0,32.93159144893111
1147,Belgian Crystal 8L,7,8.0,33.92951846253509
1148,Rye Malt (US),7,3.0,37.92122651695098
1149,pumpkin,7,12.0,12.973051176851651
1150,UK Chocolate Malt,7,450.0,33.786957460591665
1151,English Strong Ale Winter Seasonal,7,31.0,34.92744547613906
1152,Bread Syrup - Amber,7,20.0,39.91708054415893
1153,RedX (DE),7,10.142857142857142,36.780738501403576
1154,Dingeman's De-Bittered Black Malt,7,550.0,29.937810408119194
1155,Sugar - Corn,7,,41.62781256748002
1156,Red X (DE),7,9.857142857142858,37.63610451306413
1157,RedX,7,9.714285714285714,36.06793349168646
1158,Strawberries,7,19.5,14.113539192399047
1159,Caramel Coloring,6,276.6666666666667,0.0
1160,Organic CARAMUNICHÂ®,6,45.0,34.92744547613906
1161,Sticky Rice,6,5.0,33.92951846253509
1162,Raw Spelt,6,2.0,34.92744547613906
1163,Vietnamese Rock Sugar,6,,45.90464262578276
1164,Marris OtterCaraPils mix,6,3.0,29.937810408119194
1165,grapefruit,6,4.0,30.93573742172317
1166,Red Caramel (DE),6,20.0,33.92951846253509
1167,American Crystal 120L,6,120.0,33.92951846253509
1168,Diastatic Barley Malt,6,2.0,34.09583963146908
1169,Organic Apple Juice,6,5.833333333333333,39.58443820629093
1170,MFB Kiln Amber Malt,6,20.0,29.937810408119194
1171,Strzegom karmelowy jasny,6,37.0,29.937810408119194
1172,Warminster High Colour Crystal Malt,6,70.83333333333333,33.92951846253509
1173,Red Beans,6,24.0,33.92951846253509
1174,Gladfield Crystal Dark,6,106.66666666666667,33.26423378679911
1175,Dark Munich,6,26.0,33.2642337867991
1176,Mangrove Jacks Dark Mild kit (take into account 20IBU hopped extract),6,27.0,38.91915353055495
1177,Smoked Wheat,6,2.1666666666666665,37.089620672281
1178,Brown,6,103.33333333333333,32.09998560426114
1179,Carafa Special I,6,491.6666666666667,25.9461023537033
1180,Roasted Barley Glad,6,550.0,28.939883394515224
1181,red x,6,11.833333333333334,36.42433599654502
1182,Ashburn Mild,6,5.0,34.92744547613906
1183,"Oats, Malted",6,1.0,36.590657165479016
1184,Thomas Cooper Selection Wheat Beer Kit,6,32.0,33.92951846253509
1185,Floor Malted Pale Wheat,6,1.0,36.923299503347
1186,BREWFERM Pale-ale,6,5.0,16.964759231267546
1187,Cara 50 MDâ„¢,6,32.5,33.92951846253509
1188,Caramel Malt - 120L (Briess),6,120.0,31.93366443532714
1189,Carapils Copper,6,30.0,54.38702224141653
1190,Gladfields Ale Malt,6,3.0,37.92122651695098
1191,Tapioca Syrup,6,5.0,33.26423378679911
1192,Gambrinus ESB Pale Malt,6,3.6666666666666665,29.10620456344922
1193,Pumpkin (Canned),6,14.833333333333334,8.14973727776578
1194,Château Melano (80),6,30.0,36.923299503347
1195,Optima karmelowy jasny,6,50.0,33.92951846253509
1196,"Rye, Unmalted",6,2.0,28.939883394515224
1197,ChÃ¢teau Chocolat,6,337.0,33.92951846253509
1198,Simpsons Medium Crystal,6,59.5,33.92951846253509
1199,Wheat Malt (US),6,10.5,36.590657165479016
1200,Franco-Belges Caramel Pilsen 9L-11L,6,10.0,33.92951846253509
1201,Flaked Triticale,6,1.6666666666666667,34.42848196933708
1202,Rye malt,6,3.0,34.761124307205066
1203,"Honey, Blueberry",6,1.0,34.92744547613906
1204,Crystal Crisp malting,6,80.0,33.92951846253509
1205,"Pumpkin, Canned",6,22.333333333333332,0.16632116893399554
1206,US Roasted Barley,6,300.0,32.93159144893111
1207,"Pumpkin, canned",6,12.833333333333334,1.6632116893399553
1208,Gladfield Crystal Light,6,38.333333333333336,34.92744547613906
1209,Gladfield Biscuit,6,28.833333333333332,41.24764989563089
1210,Light Caramel () U.K.,6,24.0,33.92951846253509
1211,Muscovado Sugar,6,33.0,43.57614626070683
1212,Belgian Candi Syrup,6,50.833333333333336,26.77770819837328
1213,Crystal 150EBC,6,62.0,34.59480313827107
1214,SAB Pale,6,1.5,36.923299503347
1215,Dingemans Special B Malt,6,140.0,29.937810408119194
1216,Libby's Canned Pumpkin,6,13.0,1.330569351471964
1217,Carafa Special I (DE),6,340.0,31.93366443532714
1218,Best Red X,6,14.666666666666666,35.759051320809036
1219,"Optima pale ale 5,5-7,5 EBC (PL)",6,3.0,38.91915353055495
1220,Vienna (US),6,13.0,34.92744547613906
1221,Wheat (Strzegom),6,3.0,34.92744547613906
1222,Candi Syrup - Intense Dark Amber,6,65.0,44.90671561217879
1223,Acorn Meal,6,3.3333333333333335,33.2642337867991
1224,Gladfield toffee,6,25.0,33.92951846253509
1225,Caravienne,6,19.833333333333332,34.09583963146908
1226,Carahell (Weyermann),6,13.0,34.76112430720507
1227,Almonds (Crushed),6,3.0,19.958540272079464
1228,Carafa Special I (Weyermann),6,320.0,35.92537248974303
1229,Weyermann Carawheat,6,50.0,45.90464262578276
1230,Gladfield Biscuit Malt,6,28.166666666666668,34.76112430720507
1231,D-180,6,180.0,31.93366443532714
1232,Chinese Rock Sugar,6,5.0,38.58651119268696
1233,Aurora,6,38.166666666666664,38.75283236162096
1234,DRC,6,127.5,47.23521197725473
1235,Munich Malt,6,24.833333333333332,36.75697833441301
1236,"Pumpkin, roasted",6,9.666666666666666,3.4927445476139067
1237,Northern Brewer Gold,5,4.0,35.92537248974303
1238,Castle Wheat Blanc,5,2.6,35.52620168430144
1239,"Barley, Flaked (Briess)",5,1.0,34.92744547613906
1240,Pale Malt (Malteries Franco-Belges),5,2.6,34.92744547613906
1241,Black Barley (Roast Barley),5,500.0,24.94817534009933
1242,Dark ale,5,17.6,34.92744547613906
1243,Carafa III Special (DE),5,526.0,31.93366443532714
1244,CARAMALT 30 EBC Thomas Fawcett & Sons,5,30.0,29.937810408119198
1245,Peterson Wheat,5,3.2,37.72164111423019
1246,Mangrove Jack's Belgian Ale,5,6.0,33.929518462535086
1247,Viking Sahti,5,3.6,36.923299503347
1248,Słodownia Strzegom - monachijski I,5,6.0,35.92537248974303
1249,Caramel/Crystal 150 (US),5,75.0,32.931591448931115
1250,"Pumpkin, Cooked",5,8.2,0.5987562081623838
1251,Toasted Rolled Oats,5,14.4,32.931591448931115
1252,Carafa II (Weyermann),5,417.0,35.127030878859856
1253,Caramel Malt dark II (Crystal Malt),5,64.0,33.929518462535086
1254,Toffee Malt,5,5.8,23.151906715612178
1255,Domesitc Brown Roast Unmalted ,5,300.0,33.929518462535086
1256,Pale Malt (2 row),5,3.0,35.92537248974303
1257,Châteazu Wheat Blanc,5,2.0,38.91915353055495
1258,Northern Brewer Super Structure,5,4.2,28.93988339451522
1259,Belgian Candy sugar Amber,5,5.0,35.92537248974303
1260,Canadian Honey Malt (Gambrinus),5,22.0,36.923299503347
1261,Rice,5,1.0,33.72993305981429
1262,Northern Brewer's Super Structure Malt Blend for IPA,5,4.0,28.93988339451522
1263,Wild carrot,5,5.0,33.929518462535086
1264,Pale Millet,5,1.4,29.937810408119198
1265,Malt - Light,5,5.0,42.910861584970846
1266,Belgian Pale Malt,5,3.0,29.13946879723602
1267,crystal 40,5,40.0,34.92744547613906
1268,Malted Buckwheat,5,3.0,16.765173828546747
1269,Rahr Spelt Malt,5,3.0,33.929518462535086
1270,Weyermann® CARAMUNICH® Type 3 ,5,60.0,33.929518462535086
1271,Weyermann Carahell,5,13.0,34.92744547613906
1272,Viking Cara 100,5,38.8,33.929518462535086
1273,Wildflower Honey ,5,3.0,41.912934571366876
1274,Cara 8 malt,5,7.0,34.92744547613906
1275,Riverbend Pale Malt,5,3.0,35.72578708702224
1276,Oak-Smoked Wheat Malt,5,2.6,29.937810408119198
1277,Ale Malt (Barrett Burston),5,2.0,37.72164111423019
1278,Simpsons Jantar,5,23.0,31.93366443532714
1279,Flaked Spelt (CA),5,2.0,36.923299503347
1280,Golden Light,5,4.0,42.31210537680846
1281,White Sugar,5,,41.1145929604837
1282,UK Black Malt,5,540.0,33.929518462535086
1283,CBW Rye,5,8.4,34.92744547613906
1284,Gladfield Wheat ,5,2.0,35.92537248974303
1285,"Caramelized Wort, Last runnings",5,50.0,33.929518462535086
1286,Weyermann - Pale Wheat Malt,5,2.0,38.91915353055495
1287,US 6-Row Malt,5,1.0,34.92744547613906
1288,Oats Flaked,5,2.0,32.73200604621032
1289,Caragold,5,7.6,33.929518462535086
1290,Kiln Coffee,5,144.0,30.336981213560783
1291,Flaked Maize,5,1.3333333333333333,38.320397322392566
1292,Cara Hell,5,11.0,33.131176851651915
1293,Candi Syrup - Medium Amber,5,35.0,44.906715612178786
1294,American Ale,5,2.6,36.324543295184625
1295,Pale Wheat Malt,5,2.2,37.72164111423019
1296,Vienna Millet Malt,5,9.4,30.13739581083999
1297,Carafoam (Weyermann),5,2.2,36.52412869790542
